,Brand,Model,Price,Engine Capacity,Classification,Registration Date,COE Expiry Date,Mileage,No. of owners,Type of Vehicle,Listing Details,Price (06-Jul-2022),Price (07-Jul-2022),Price (08-Jul-2022),Price (12-Jul-2022)
164,Honda,Honda CB125R,SGD$12800,125cc,Class 2B,6-Nov-20,5-Nov-30,7300km,1,Street Bikes," Gorgeous Looking Naked Bike.2020 Honda CB125R ( ABS ) Model.One Meticulous Owner Upgrading To Class 2A. Fully-Digital Meter, Led Headlamps, Tail Lamps. Upside Down Front Forks.Showroom Condition With Genuine Mileages Of 7,300km Only. Fully Serviced And Warranty By Honda Agent Boon Siew Singapore.Viewing Is Strongly Recommended.Feel Free To Call/Visit Us With No Obligations. AccessoriesGivi Engine Crash Bar Protectors. Etc.....",SGD$12800,,SGD$12800,SGD$12800
165,Aprilia,Aprilia RS4 125,SGD$4100,124cc,Class 2B,4-Jun-14,3-Jun-24,48000km,4,Sport Bikes, Aprilia RS4 125 For Sale. PM For Details. Accessories- Tube Storage,SGD$4100,,SGD$4100,SGD$4100
166,BMW,BMW R1250GS,SGD$62800,1254cc,Class 2,7-Apr-20,6-Apr-30,22000km,1,Sport Tourers," Unstoppable Adventure!BMW R1250GS-HP Edition.One Meticulous Owner.Excellent Condition With Genuine Mileage Of 22,000km.BMW Shiftcam Variable Camshaft Control System.PML Unit With Full Specs.20,000km Servicing Done Recently By PML Local BMW Agent With Receipts. 5 Years Warranty With BMW Agent.Ride With Peace Of Mind.Viewing Is Highly Recommended.Feel Free To Call/Visit Us With No Obligations. Accessories2 x BMW Variable Panniers With BMW Aluminium Top Box.BMW Engine Bar Protectors.Touratech Upper Crash Bar Protectors. Wunderlich Headlight Protector.LED Fog Lights Connect With HEX Ezcan.LED Rear Third Brake Light. Side Stand Enlarger. Frame Plugs. Etc.....",SGD$62800,,SGD$62800,SGD$62800
167,Honda,Honda CB190R,SGD$10500,184cc,Class 2B,20-Dec-19,19-Dec-29,-,- ,Street Bikes, Honda CB190R For Sale.Interested Parties Are Welcome To Neg.Trade/Loan Available.Do Visit Us At Wing Fuat @ Sims Place.No Early Settlement Fee.More Than 900 Bikes Have Been Sold Via This Platform! ,SGD$10500,SGD$10500,SGD$10500,SGD$10500
168,Suzuki,Suzuki GSR750,SGD$5900,749cc,Class 2,30-Aug-13,29-Aug-23,-,- ,Street Bikes, Suzuki GSR750AL3 For Sale.Visit United Cycles Now.Trade In/Loan Available.Call Now! ,SGD$5900,SGD$5900,SGD$5900,SGD$5900
169,Triumph,Triumph Street Triple Rx SE ABS,SGD$12500,675cc,Class 2,15-Apr-15,14-Apr-25,26000km,2,Street Bikes, Triumph Street Triple Rx SE ABS For Sale.Price Negotiable.Only Serious Buyers. Accessories- Bodis Exhaust - Swmotech Side Panniers,SGD$12500,SGD$12500,SGD$12500,SGD$12500
170,Honda,Honda PCX150,SGD$8800,153cc,Class 2B,19-Jun-18,18-Jun-28,-,- ,Scooters, Well Maintain Honda PCX150.Loan Available.Welcome Trade In.Come Visit Us At Southern Motor.Blk 1006 Bukit Merah Lane 2 #01-10 S(159762).Interested Buyers Are Welcome To Negotiate. ,SGD$8800,,,
171,Ducati,Ducati Monster 796,SGD$19500,803cc,Class 2,23-Mar-12,22-Mar-32,78214km,5,Street Bikes," Preloved Ducati Monster 796!Why Wait? When You Can Get It Now. Included CoeExcluded Insurance. Only For This Weekend Price Is Negotiable *T&C Apply*Why Wait? When You Can Get It Now. Refinance. Reloan. High Trade In. Consignment. Beat the COE hike with usVisit Us Now!Why Wait? When You Can Get It Now. Refinance/Reloan Eighteen Motto Pte Ltd Whats More To Say? Experience Yourself, Dont Hearsay. T&C Applies$0 Down PaymentWe Accept Any Insurance CompaniesBuy Your Own Insurance/Any CompaniesFast Loan ApprovalFlexible Loan OptionsBad Credit Record/Drs All WelcomeWe Accept Trade InNo Hidden CostWe Provide Breakdown Of PricingCall Or Pm Us For Free QuotationMonthly Payment By Giro/PaynowWait No More! Contact Us Now: Illyas-97121818Aloysius -80280573Jessica-83421818Ezekiel-84361818 Showroom Address:40 Kaki Bukit Crescent, Singapore 416266Tel: 67433110Operating Hours:Monday To Saturday (Closed On Ph)9:30am To 6:30pm Accessories- Brembo Levers- Termignoni ExhaustAnd Many More!!",SGD$19500,SGD$19500,SGD$19500,SGD$19500
172,Harley Davidson,Harley Davidson Fat Boy 114,SGD$56500,1868cc,Class 2,28-Nov-20,27-Nov-30,5979km,- ,Cruiser," Well Maintained Preowned Harley Davidson Fatboy 114!Always Park In Shelter.Buy With Confidence & Also Welcome To Bring Over To Workshop & Check.Book An Appointment With Our Friendly Salesperson Now.IllyasWhatsapp - 97121818Aloysius Whatsapp - 80280573JessicaWhatsapp - 83421818EzekielWhatsapp - 84361818Showroom Address:40 Kaki Bukit Crescent, Singapore 416266Tel: 67433110Operating Hours:Monday To Saturday (Closed On Ph)9:30Am To 6:30Pm AccessoriesAdd On Side Saddle Bags",SGD$56500,SGD$56500,SGD$56500,SGD$56500
173,Harley Davidson,Harley Davidson FLSTC Heritage Softail Classic,SGD$38500,1690cc,Class 2,23-Mar-12,29-Feb-32,28589km,1,Cruiser," Preloved Harley Davidson Flstc Heritage Softail Classic.1 Owner.Well Maintained.Always Park In Shelter.Buy With Confidence & Also Welcome To Bring Over To Workshop & Check.Fully Original Parts.  Book An Appointment With Our Friendly Salesperson Now.IllyasWhatsapp - 97121818Aloysius Whatsapp - 80280573JessicaWhatsapp - 83421818EzekielWhatsapp - 84361818Showroom Address:40 Kaki Bukit Crescent, Singapore 416266Tel: 67433110Operating Hours:Monday To Saturday (Closed On Ph)9:30Am To 6:30Pm Accessories- Add On Sport Light - Rear Saddle Bags",SGD$38500,SGD$38500,SGD$38500,SGD$38500
174,BMW,BMW R1200GS Adventure,SGD$33800,1170cc,Class 2,5-Dec-14,4-Dec-24,102000km,3,Sport Tourers, Pre Own BMW R1200GS Adventure For Sale!Well Maintain By Previous Owner.Come With New 10 Year COE.Instalment Plan Available In Our Shop.Drop By To Our Shop At:ImotoringBlk 1008 Bukit Merah Lane 3 #01-14 S(159722)Monday To Friday9.00 To 19.00Saturday 9.00 To 17.30Sunday & Public Holiday Close63771385 Accessories- 2 Side Panel- 1 Top Box- Crashbar,SGD$33800,,SGD$33800,SGD$33800
175,Ducati,Ducati Multistrada V4 S,SGD$67800,1158cc,Class 2,12-May-21,11-May-31,1800km,1,Sport Tourers," Great Saving !!! All New Ducati Multistrada V4S Full Specs Model With Travel + Radar + Performance. One Mature Owner. 6.5in TFT Dash.Radar-Assisted Cruise Control. Radar-Assisted Blind Spot Detection. Traction, Cornering ABS, Rider Modes, Cruise Control. Active Suspension, Quickshifter, Cornering Headlights, Hill Hold, Keyless Ignition, Full Main Stand Heated Seats And Grips. 4Years Warranty By Wearnes Local Ducati Agent. Viewing Is Highly Recommended. Kindly Call/Visit Us With No Obligations. AccessoriesAkrapovic Exhaust With LTA Approved. 2 x Ducati Touring Panniers With Monokey Base Plate. Ducati Carbon Front Fender. Ducati Crash Bars. Quad Lock Phone Holder. Etc.....",SGD$67800,SGD$67800,SGD$67800,SGD$66800
176,Honda,Honda Super Cub C125,SGD$14900,125cc,Class 2B,3-Oct-19,2-Oct-29,2000km,1,Cubs, Dec 2019 Honda Super Cub C125 For Sale.Low Mileage.Reloan Available.3K Driveaway.200-300Mthly Installment.Price Is Firmed.Do Call To Deal. ,SGD$14900,,SGD$14900,SGD$14900
177,Yamaha,Yamaha MX King 150,SGD$11000,150cc,Class 2B,22-Oct-20,21-Oct-30,18850km,1,Cubs, Reg Oct 2020 Yamaha MX King 150 For Sale.Direct Owner.Fully Stock Except For The Above Mentioned.Low Mileage.Accident Free.Servicing Done Every 2K.Whatsapp For Details And Discussion. Accessories- Lighter Rims- Fast Throttle,SGD$11000,SGD$11000,SGD$11000,SGD$11000
178,Vespa,Vespa GTS Super 300 Sport,SGD$18500,278cc,Class 2A,16-Feb-21,15-Feb-31,2020km,1,Scooters, Feb 2021 Vespa GTS 300 Supertech HPE Abs For Sale.Low Mileage Only 2020 Km.Excellent Condition Like New.All Original Parts.Selling As Seldom Use As Mostly Driving.Bought From Mah Motor. Please Contact For More Info. Accessories- Original Box- Zedge Phone Holder,SGD$18500,SGD$18500,SGD$18500,SGD$18500
179,KTM,KTM 200 Duke,SGD$13688,200cc,Class 2B,30-Dec-19,29-Dec-29,37000km,- ,Street Bikes," Preowned KTM 200 Duke For Sale.List Of Accessories To Go With.Nicely Maintained By Previous Owner. Hit Us Up To View This Beauty Now.We Deal With A Huge Array Of Bikes In The Market! Hit Us Up If Youre Looking For Any Bikes In Specific! - $0 Down Payment- Low Interest Rate- Fast Loan Approval- Flexible Loan Options- Bad Credit Record Are Welcome- 3 Days Collection- We Accept Trade In- No Hidden Cost- We Provide Breakdown Of Pricing- Call Or Pm Us For Free Quotation- FreebiesWe Have A Wide Range Of Class 2B Class 2A And Class 2 Motorcycles.For More Information, Please Do Not Hesitate To Contact Us.Sales Enquiry:Please Contact Our Friendly Salesperson @- Gerald: +65 81882357Showroom Address:1080 / 1082 Serangoon RoadSingapore 328183Showroom Contact: 62927040 Accessories- Legal Akra Exhaust - Ohlins Suspension - Brembo Rcs15 Corsa Corta- Domino Throttle - Accossato Lever",SGD$13688,SGD$13688,SGD$13688,SGD$13688
180,Honda,Honda PCX150,SGD$9800,153cc,Class 2B,3-Sep-18,2-Sep-28,-,- ,Scooters, Honda PCX150 For Sale.Interested Parties Are Welcome To Neg.Trade/Loan Available.Do Visit Us At Wing Fuat @ Sims Place.No Early Settlement Fee. ,SGD$9800,,,
181,Harley Davidson,Harley Davidson XL1200C Sportster,SGD$28500,1200cc,Class 2,6-Feb-04,5-Feb-24,41965km,6,Cruiser," Preloved Harley Davidson Sportster Xl 1200 CustomSuper Good Original Condition.***With New 10 Years Coe***Worth The Buy!Always Parked In Shelter.Buy With Confidence & Also Welcome To Bring Over To Workshop & Check. Condition Well Maintained. Book An Appointment With Our Friendly Salesperson Now.Showroom Address:40 Kaki Bukit Crescent, Singapore 416266Tel: 67433110Operating Hours:Monday To Saturday (Closed On Ph)9:30Am To 6:30Pm Accessories- Customed Tank Spray- Sissy Bar",SGD$28500,,SGD$28500,SGD$28500
182,Yamaha,Yamaha MT-09 Tracer,SGD$14800,847cc,Class 2,5-Dec-15,4-Dec-25,30000km,1,Sport Tourers," Used Yamaha MT-09 Tracer For Sale.Well Taken Care By Previous Owner. View To Believe.One Of The Most Pop Off Road Bike In The Market! ➢No Admin Fee ✔➢No Finance/Loan Fee ✔➢No Other Additional Fee ✔➢Free Gift ✔➢24 Hours Collections Of New Bike ✔ (Subject To Availability)➢Low Down Payment Plan ✔➢Flexible Installment Plan ✔➢Low Interest Rate ✔➢High Trade In Value ✔➢No Hidden Cost ✔➢Price Break Down ✔➢Free Servicing ✔> Our Priorities < ☞ To Ensure That Our Prices Suits Your Monthly Budget ☞ A Smooth Transaction Hassle Free Transactions ☞ After Sales Services.﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌>Why Choose Us ➢ Fully Transparent Price Breakdown.➢ No Hidden Costs, Say Goodbye To Extra Admin Fees.➢ Friendly Sales Team To Attend To Your DemandsCome On Down To View And Also Have A Try On The Bike! For More Enquires Pm Us Whatsapp 93225410/Raymond Address : 36 Toh Guan Road East Enterprise Hub#01-32 Singapore(608580)Operating Hours : Mon-Fri (0900am To 7pm)Sat (0900am-5pm) ",SGD$14800,,SGD$14800,SGD$14800
183,Honda,Honda CB1000R,SGD$10800,998cc,Class 2,25-Jun-13,24-Jun-23,80000km,2,Street Bikes, June 2013 Honda CB1000RA For Sales.Well Taken Care By Owner. Pls Visit Us @ Speedwaymotor.No 36 Toh Guan Road East #01-32 Singapore 608580 ,SGD$10800,SGD$10800,SGD$10800,SGD$10800
184,Kymco,Kymco Downtown 200I,SGD$6490,199cc,Class 2,11-Aug-15,10-Aug-25,38180km,2,Scooters, Kymco Downtown 200I For Sale.Great Condition.Just Passed Vicom Inspection.Regularly Serviced At Kymco Service Center.View In Katong Or In Kallang Bahru. ,SGD$6490,SGD$6490,SGD$6490,SGD$6490
185,Yamaha,Yamaha FZN150i,SGD$6300,149cc,Class 2B,15-Mar-16,14-Mar-26,-,2,Street Bikes," Used Yamaha FZN150i For Sale.COE Till (03/2026).- $0 Down Payment Plan - Flexible Installment Plan- Low Interest Rate- High Trade In Value - No Hidden Cost - Price Break DownBike Is Well Taken Care By Previous Owner.Low Mileage.Accident Free.See It To Believe It.Grab It Before It Gone.Cash Or Installment Plan Is Available.Come On Down To View It And Also Have A Try-on The Bike.✅Your One Stop Solution ✅For More Enquires Do Feel Free To DM Us Or Whatsapp Our Salesman.Junwei - 96376942Office -69040460Address :1 Tampines North Dr 1,T-space#02-03Singapore(528559)Operating Hours :Mon - Fri (10 am - 8 pm)Sat (10 am - 6 pm)Sun (Closed)*Terms & Condition Apply ",SGD$6300,SGD$6300,SGD$6300,SGD$6300
186,Royal Enfield,Royal Enfield Bullet 500,SGD$16888,499cc,Class 2,9-Sep-21,8-Sep-31,2681km,- ,Street Bikes, Used Royal Enfield Classic 500 For Sale!Low Mileage.*Come With Many Accessories * Price Before Insurance Only.⚠️ Loan Interest: 3.28% P.A ⚠️𝙒𝙝𝙮 𝘾𝙝𝙤𝙤𝙨𝙚 𝙐𝙨 : $0 Down Payment  No Hidden Cost Bad Credit Record Are Welcome 10 Years Loan Option We Accept High Trade In Prices 1 Day Collection Low Interest Rate Fast Loan Approval Call or PM us for Free Quotation Free Servicing / Freebies𝙎𝙖𝙡𝙚𝙨 𝙀𝙣𝙦𝙪𝙞𝙧𝙞𝙚𝙨 please contact our Sale Teams: Beng - +65 90699255  Lincoln - +65 91453915𝙎𝙝𝙤𝙬𝙧𝙤𝙤𝙢 𝘼𝙙𝙙𝙧𝙚𝙨𝙨 :25 Kaki Bukit Road 4 Synergy @ KB#01-32/33Singapore 417800Tel: 6242 9097 ,SGD$16888,,SGD$16888,SGD$16888
187,Honda,Honda VFR1200X Crosstourer,SGD$15800,1237cc,Class 2,24-Dec-12,30-Jun-30,106000km,3,Sport Tourers," Used Honda VFR1200X Crosstourer For Sale.COE Till (06/2030).- $0 Down Payment Plan - Flexible Installment Plan- Low Interest Rate- High Trade In Value - No Hidden Cost - Price Break DownBike Is Well Taken Care By Previous Owner.Low Mileage.Accident Free.See It To Believe It.Grab It Before It Gone.Cash Or Installment Plan Is Available.Come On Down To View It And Also Have A Try-on The Bike.✅Your One Stop Solution ✅For More Enquires Do Feel Free To DM Us Or Whatsapp Our Salesman.Junwei - 96376942Asher-89238139Office -69040460Address :1 Tampines North Dr 1,T-space#02-03Singapore(528559)Operating Hours :Mon - Fri (10 am - 8 pm)Sat (10 am - 6 pm)Sun (Closed)*Terms & Condition Apply AccessoriesOriginal Side Panels.One Top Box.",SGD$15800,SGD$15800,SGD$15800,SGD$15800
188,Honda,Honda CB400X,SGD$6800,399cc,Class 2A,19-Dec-13,18-Dec-23,-,- ,Sport Tourers, Honda CB400X For Sale.Interested Parties Are Welcome To Neg.Trade/Loan Available.Do Visit Us At Wing Fuat @ Sims Place.No Early Settlement Fee. ,SGD$6800,SGD$6800,SGD$6800,SGD$6800
189,Ducati,Ducati Multistrada 1260 Pikes Peak,SGD$44500,1262cc,Class 2,8-Jun-18,7-Jun-28,10000km,2,Sport Tourers, Ducati Multistrada 1260 Pikes Peak For Sale.PM For Details. Accessories- Topbox- Mainstand- Radiator & Oil Cooler Guard,SGD$44500,,SGD$44500,SGD$44500
190,Honda,Honda VFR1200X Crosstourer,SGD$15800,1237cc,Class 2,25-Jun-16,24-Jun-26,67000km,2,Sport Tourers, Pre Own Honda VFR1200 Abs For Sale!Well Maintain By Previous Owner. Fully Stock Condition. Instalment Plan Available In Our Shop.Drop By To Our Shop At:ImotoringBlk 1008 Bukit Merah Lane 3 #01-14 S(159722)Monday To Friday9.00 To 19.00Saturday 9.00 To 17.3063771385 Accessories- 2 Side Panel- Crashbar,SGD$15800,SGD$15800,SGD$15800,SGD$15800
191,Honda,Honda VFR1200X Crosstourer,SGD$12500,1237cc,Class 2,11-May-15,10-May-25,-,- ,Sport Tourers," Honda VFR1200X Crosstourer For Sale.Well Maintain Condition. Loan Available, Welcome Trade In. Come Visit Us At New Southern Motor.Blk 1008 Bukit Merah Lane 3#01-12S(159722).Interested Buyers Are Welcome To Negotiate. Accessories- GIVI Trekker Fender- Heed Crash Bar- Gold Fren Brake Pad Front & Back (New)- Shinko Trail Master 110/80-19 (New)- Shinko Trail Master 150/70-17 (New)",SGD$12500,SGD$12500,SGD$12500,SGD$12500
192,Kawasaki,Kawasaki Z400,SGD$13800,399cc,Class 2A,30-Mar-20,29-Mar-30,34208km,1,Street Bikes," Used Kawasaki Z400 For Sale.COE Till (03/2030).- $0 Down Payment Plan - Flexible Installment Plan- Low Interest Rate- High Trade In Value - No Hidden Cost - Price Break DownBike Is Well Taken Care By Previous Owner.Low Mileage.Accident Free.See It To Believe It.Grab It Before It Gone.Cash Or Installment Plan Is Available.Come On Down To View It And Also Have A Try-on The Bike.✅Your One Stop Solution ✅For More Enquires Do Feel Free To DM Us Or Whatsapp Our Salesman.Junwei - 96376942Office -69040460Address :1 Tampines North Dr 1,T-space#02-03Singapore(528559)Operating Hours :Mon - Fri (10 am - 8 pm)Sat (10 am - 6 pm)Sun (Closed)*Terms & Condition Apply ",SGD$13800,SGD$13800,SGD$13800,SGD$13800
193,Honda,Honda NC750,SGD$6900,745cc,Class 2,22-Dec-16,21-Dec-26,-,1,Street Bikes," Well Maintained By Previous Owner.Kept In Good Condition.What You See, What You Get.COE Till Dec 2026 (Renewable).Contact Us For More Information, Or To Arrange For A Viewing!Viewing Address At:210 Turf Club Road Lot B70-B71.(S)287995 ",SGD$6900,SGD$6900,SGD$6900,SGD$6900
194,Kymco,Kymco AK550,SGD$13888,500cc,Class 2,10-Aug-17,9-Aug-27,59044km,1,Scooters, Kymco AK550 For Sale.Trade In/Loan Of Vehicle Available.Interested Buyers Are Welcome To Neg.Come Visit M1 Motoring Changi. ,SGD$13888,,SGD$13888,SGD$13888
195,BMW,BMW S1000RR,SGD$41888,999cc,Class 2,7-Dec-16,6-Dec-26,39352km,1,Sport Bikes, BMW S1000RR For Sale.Trade In/Loan Of Vehicle Available.Interested Buyers Are Welcome To Neg.Come Visit M1 Motoring Changi. ,SGD$41888,,SGD$41888,SGD$41888
196,Yamaha,Yamaha FJR1300,SGD$7500,1298cc,Class 2,3-Mar-04,31-Jan-24,-,- ,Sport Tourers, Yamaha FJR1300 For Sale.Downpayment $500 Or $0 Without Insurance (Terms And Conditions Apply).Pls Drop By De Xing Motor Pte Ltd For QuotationWe Will Give You The Best Quote And Any Information You Need.Block 3006 Ubi Road 1 #01-356 S408700.Please Call 67468582 ,SGD$7500,SGD$7500,SGD$7500,SGD$7500
197,Honda,Honda CBF190X Fighthawk,SGD$7500,184cc,Class 2B,1-Jun-17,31-May-27,146000km,3,Sport Tourers," Used Honda CBF190X FightHawk For Sale.COE Till (05/2027).- $0 Down Payment Plan - Flexible Installment Plan- Low Interest Rate- High Trade In Value - No Hidden Cost - Price Break DownBike Is Well Taken Care By Previous Owner.Low Mileage.Accident Free.See It To Believe It.Grab It Before It Gone.Cash Or Installment Plan Is Available.Come On Down To View It And Also Have A Try-on The Bike.✅Your One Stop Solution ✅For More Enquires Do Feel Free To DM Us Or Whatsapp Our Salesman.Junwei - 96376942Asher-89238139Office -69040460Address :1 Tampines North Dr 1,T-space#02-03Singapore(528559)Operating Hours :Mon - Fri (10 am - 8 pm)Sat (10 am - 6 pm)Sun (Closed)*Terms & Condition Apply ",SGD$7500,SGD$7500,SGD$7500,SGD$7500
198,Honda,Honda Adv 150,SGD$12288,149cc,Class 2B,30-Jun-20,29-Jun-30,72800km,1,Scooters," Preowned Honda ADV 150 For Sale.1 Owner Only.We Know How You Feel Due To The High Coe However We Have The Solution To This Issue. Find Out From Us Now! Low Interest Rate Fast Loan Approval Flexible Loan Options Bad Credit Record Are Welcome 3 Days Collection We Accept Trade In No Hidden Cost We Provide Breakdown Of Pricing Call Or Pm Us For Free Quotation FreebiesWe Have A Wide Range Of Class 2B Class 2A And Class 2 Motorcycles.For More Information, Please Do Not Hesitate To Contact Us.Sales Enquiry:Please Contact Our Friendly Salesperson @- Gerald: +65 81882357- Deanna: +65 88829297Showroom Address:1080 / 1082 Serangoon RoadSingapore 328183Showroom Contact: 62927040 ",SGD$12288,SGD$12288,SGD$12288,SGD$12288
199,Suzuki,Suzuki V-Strom 1000 ABS Adventure,SGD$8800,1037cc,Class 2,15-Aug-14,14-Aug-24,103500km,- ,Sport Tourers," Most Value For Money Adventure Bike!2014 Suzuki V-strom 1000 Adventure.(Abs + TC With 2 Riding Modes).Mature Owner.Excellent Condition With Genuine Mileage Of 103,500Km.Well Maintained And Serviced Regularly With Reputable Workshop.Viewing Is Strongly Recommended.Feel Free To Visit/Call Us With No Obligations. Accessories3 X Suzuki Touring Boxes. Engine Protection Bars.Fog Lights. Etc.....",SGD$8800,SGD$8800,SGD$8800,SGD$8800
200,Honda,Honda CB400X,SGD$11888,399cc,Class 2A,24-Sep-16,23-Sep-26,90900km,1,Sport Tourers," Honda CB400X For Sale.✅ Low Interest Rate✅ Fast Loan Approval✅ Flexible Loan Options✅ Bad Credit Record Are Welcome✅ 3 Days Collection✅ We Accept Trade In✅ No Hidden Cost✅ We Provide Breakdown Of Pricing✅ Call Or Pm Us For Free Quotation✅ FreebiesWe Have A Wide Range Of Class 2B Class 2A And Class 2 Motorcycles.For More Information, Please Do Not Hesitate To Contact Us.Sales Enquiry:Please Contact Our Friendly Salesperson @- Gerald: +65 81882357- Deanna: +65 88829297Showroom Address:1080 / 1082 Serangoon RoadSingapore 328183Showroom Contact: 62927040 AccessoriesBox And Rack",SGD$11888,SGD$11888,SGD$11888,SGD$11888
201,Mutt,Mutt GT-SS 250,SGD$16288,250cc,Class 2A,19-Nov-20,18-Nov-30,7000km,1,Street Bikes," Mutt GT-SS 250 For Sale.✅ Low Interest Rate✅ Fast Loan Approval✅ Flexible Loan Options✅ Bad Credit Record Are Welcome✅ 3 Days Collection✅ We Accept Trade In✅ No Hidden Cost✅ We Provide Breakdown Of Pricing✅ Call Or Pm Us For Free Quotation✅ FreebiesWe Have A Wide Range Of Class 2B Class 2A And Class 2 Motorcycles.For More Information, Please Do Not Hesitate To Contact Us.Sales Enquiry:Please Contact Our Friendly Salesperson @- Gerald: +65 81882357- Deanna: +65 88829297Showroom Address:1080 / 1082 Serangoon RoadSingapore 328183Showroom Contact: 62927040 AccessoriesBox And Rack",SGD$16288,SGD$16288,SGD$16288,SGD$16288
202,Honda,Honda CB190X Tourism,SGD$8500,184cc,Class 2B,6-Apr-18,5-Apr-28,-,1,Sport Tourers," Used Honda CB190X Tourism For Sale.COE Till (04/2028).- $0 Down Payment Plan - Flexible Installment Plan- Low Interest Rate- High Trade In Value - No Hidden Cost - Price Break DownBike Is Well Taken Care By Previous Owner.Low Mileage.Accident Free.See It To Believe It.Grab It Before It Gone.Cash Or Installment Plan Is Available.Come On Down To View It And Also Have A Try-on The Bike.✅Your One Stop Solution ✅For More Enquires Do Feel Free To DM Us Or Whatsapp Our Salesman.Junwei - 96376942Office -69040460Address :1 Tampines North Dr 1,T-space#02-03Singapore(528559)Operating Hours :Mon - Fri (10 am - 8 pm)Sat (10 am - 6 pm)Sun (Closed)*Terms & Condition Apply ",SGD$8500,,SGD$8500,
